W,W,W,W,W,W,W,W,W,W,W,W,W,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W,W,W,W,W,W,W,W,W,W,W,W,W,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W,W,W,W,W,W,W,W,W,W,W,W,W,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W,W,W,W,W,W,W,W,W,W,W,W,W,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W,W,W,W,W,W,W,W,W,W,W,W,W,8,8,8,8,W,W,W,W,W,W,W,W,W,13,W,W,W,W,W,14,W,W,W,W,W,W,W,W,15,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,8,8,8,8,W,12,12,12,12,12,W,W,W,W,W,W,W,W,14,14,14,W,W,W,15,15,15,15,15,15,15,15
W,W,W,W,2,2,2,W,5,5,5,5,W,8,8,8,8,W,12,12,12,12,12,W,W,W,W,13,W,W,W,14,14,14,W,W,W,15,15,15,15,15,15,15,15
W,W,W,W,2,2,2,W,5,5,5,W,W,8,8,8,8,W,12,12,12,12,12,W,W,13,13,13,13,W,W,14,14,14,W,W,W,15,15,15,15,15,15,15,15
W,W,W,W,W,W,2,W,5,5,5,5,W,8,8,8,8,W,12,12,12,12,12,12,13,13,13,13,13,W,W,14,14,14,14,W,W,15,15,15,15,15,15,15,15
W,W,W,W,2,2,2,W,5,W,W,W,W,8,8,8,8,12,12,12,12,12,12,12,13,13,13,13,13,13,W,14,14,14,14,14,W,15,15,15,15,15,15,15,15
W,W,W,W,W,W,2,W,5,5,5,W,W,8,8,8,8,W,W,12,12,12,12,W,W,13,13,13,13,13,W,14,14,14,14,14,14,15,15,15,15,15,15,15,15
W,W,W,2,2,2,2,W,5,5,W,W,W,8,8,8,8,W,W,W,12,12,12,W,W,13,13,13,13,13,W,14,14,14,14,14,W,15,15,15,15,W,15,15,15
W,W,W,W,2,2,2,W,5,5,5,5,W,7,7,7,7,W,W,W,W,W,W,W,W,W,13,13,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,2,2,2,W,5,5,5,W,W,7,7,7,7,W,16,W,W,W,17,W,17,17,17,17,17,18,18,W,W,18,18,18,W,W,19,19,19,W,19,19,W
W,W,W,2,2,2,2,W,5,5,5,W,W,7,7,7,7,W,16,W,W,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,W,W,19,19,19,19,19,19,W
W,W,W,2,2,2,2,W,5,5,5,5,W,7,7,7,7,W,16,16,W,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,W,W,W,19,19,19,19,19,W
W,W,W,W,W,W,2,W,5,W,W,W,W,7,7,7,7,W,16,16,W,W,17,17,17,17,17,17,17,18,18,18,18,18,18,18,W,W,19,19,19,19,19,19,W
W,W,W,W,2,2,2,W,5,5,5,W,W,7,7,7,7,16,16,16,W,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,W,W,W,19,19,19,19,19,W
W,W,W,W,2,W,W,W,W,W,5,W,W,7,7,7,7,W,16,W,W,W,W,17,17,17,17,17,17,W,W,W,W,18,18,18,18,W,W,19,19,19,19,19,W
W,W,W,W,0,0,0,W,4,4,4,W,W,7,7,7,7,W,W,W,W,W,W,17,17,17,17,17,W,W,W,W,W,18,18,18,18,W,19,19,19,19,19,W,W
W,W,W,W,0,0,0,4,4,4,4,W,W,7,7,7,7,W,W,W,W,W,W,W,W,17,W,W,W,W,W,W,W,W,18,W,W,W,W,W,19,W,W,W,W
W,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21
0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21
0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21
W,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21
W,W,W,W,1,W,W,W,3,W,W,W,W,4,4,4,4,W,W,W,W,27,W,W,W,28,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,30,W,W
W,W,W,W,1,W,W,W,3,W,W,W,W,4,4,4,4,W,W,W,27,27,27,W,28,28,28,W,W,W,W,W,W,W,W,W,W,W,W,W,30,30,30,30,30
W,W,W,W,1,1,W,3,3,W,W,W,W,4,4,4,4,W,W,27,27,27,27,W,28,28,28,28,W,W,29,29,29,29,29,29,W,W,W,W,30,30,30,30,30
W,W,W,W,1,1,W,3,3,W,W,W,W,W,W,W,W,W,W,W,27,27,27,W,28,28,28,28,W,W,29,29,29,29,29,29,29,W,30,30,30,30,30,30,30
W,W,W,W,1,1,W,3,3,W,W,W,W,22,22,22,22,W,W,27,27,27,27,W,28,28,28,28,W,W,29,29,29,29,29,29,29,W,30,30,30,30,30,30,30
W,W,W,W,W,W,W,W,W,W,W,W,W,22,22,22,22,W,W,27,27,27,27,W,28,28,28,28,28,28,29,29,29,29,29,29,29,W,W,30,30,30,30,30,30
W,W,W,W,W,W,W,W,W,W,W,W,W,22,22,22,22,W,27,27,27,27,27,W,28,28,28,28,28,28,29,29,29,29,29,29,29,W,30,30,30,30,30,30,30
W,W,W,W,W,W,W,W,W,W,W,W,W,22,22,22,22,W,27,27,W,W,W,W,W,W,W,W,W,W,29,29,29,29,29,29,29,W,W,30,W,W,30,30,30
W,W,W,W,W,W,W,W,W,W,W,W,W,22,22,22,22,W,27,27,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,32,W,W,W,W,31,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,22,22,22,22,W,34,34,34,34,34,34,33,33,33,33,W,W,W,W,32,32,32,32,32,W,W,W,31,31,31,31,W
W,W,W,W,W,W,W,W,W,W,W,W,W,22,22,22,22,W,34,34,34,34,34,34,33,33,33,33,33,33,W,32,32,32,32,32,32,W,W,31,31,31,31,31,31
W,W,W,W,W,W,W,W,W,W,W,W,W,22,22,22,22,W,34,34,34,34,34,34,33,33,33,33,33,W,W,32,32,32,32,32,32,W,W,31,31,31,31,31,31
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,W,34,34,34,34,34,34,33,33,33,33,33,W,W,32,32,32,32,32,32,W,W,31,31,31,31,31,31
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,W,34,34,34,34,34,34,33,33,33,33,33,33,W,32,32,32,32,32,32,W,W,31,31,31,31,31,31
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,W,34,34,34,34,W,W,W,W,W,33,33,33,W,32,32,32,32,32,W,W,W,31,31,31,31,31,31
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,W,34,W,W,34,W,W,W,W,W,33,33,33,W,32,32,32,32,W,W,W,W,W,31,31,31,31,W
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,W,W,34,W,W,W,W,W,W,W,W,33,W,W,W,W,32,W,W,W,W,W,W,31,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26
W,W,W,W,W,W,W,W,W,W,W,W,W,23,23,23,23,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26
