W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,W,,,,W,,,,,,,,,W,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,W,,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,W,,,,W,V,,,,,,,,W,,,,,,,,,,B,,,VV,B,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,W,,,,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,W,,,,W,,,,,,,,,W,,,,,,,,,,B,B,B,B,B,,,W,,,,,,,,,,,,,,,W,,,,,,,,,,,,B,,,,W,,,,,,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,W,,,,W,,,,,,,,,W,,,W,,,,,,,,,,,,,,W,,,W,,,V,,,,,,,,,W,,,,W,,,,,,,,B,B,B,,W,,,V,,,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,W,,,,W,,,,,,,,,W,,,W,,,,,,,,,,,,,,,,,W,,,,,,,B,B,B,B,,W,,,,W,,,,,,,,,,,,W,,,,,,,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,W,,,,W,,,,,,,,,W,,,W,W,,,,,,,,,,,,,W,,,W,W,,,,,,B,,V,,,W,,,,W,W,,,,,,,,,,,W,,,,,,,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,,W,,W,,W,,,,W,,,,,,,,,W,,,W,W,W,,,,,,,,,,,,W,,,W,W,W,,,,,,,,,,W,,,,W,W,W,,,,,,,,,,W,,,,,,,,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,W,W,D,W,W,W,W,,,,,W,W,W,D,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,D,W,W,W,W,W,W,W,W,W,W,W,W,W,W,D,D,W,W,W,W,W,,,,,,,,,D,,,,,,,,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,W,,,,,,,,,W,,,,,,,,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,W,,,,,,,,,W,,,,,,,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,W,,,,,,,,,W,,,,,,,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,W,,,,,,,,,W,,,,,,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,D,W,W,W,W,W,W,W,W,W,,,,,W,W,D,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,,W,,,,,,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,W,,,,,W,W,,,,,,W,W,,,,,,,W,W,W,,,,,W,W,W,,,,,,,W,,,,,W,,,,,,,,,W,,,,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,W,,,,,W,W,,,,,,W,W,,,,,,,,W,W,,,,,W,W,V,,,B,,,,D,,,,,W,,,,,,,,,W,,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,W,W,W,W,W,,,,W,W,W,W,W,,,W,,,,,W,W,W,,,,,W,W,,,,,,,,,W,,,,,W,,,,,B,,,,D,,,,,W,W,W,W,W,W,W,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,,W,W,W,W,W,W,W,W,W,,V,,,,,V,,W,,,,,W,,,,,B,,,,W,,,,,W,W,W,W,W,W,W,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,,D,,,,,,,W,W,,,,,,,,,W,,,,,W,,B,B,B,B,,,,W,,,,,W,,,,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,,W,W,W,W,W,,,W,W,,,,,,,,,W,,,,,W,,,,,,,,,W,,,,,W,,,,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,W,W,W,W,W,,,,W,W,W,W,W,,,W,,,,,W,V,,,D,,,W,W,,,,,,,,,W,,,,,W,,,,,,,,,W,,,,,W,B,B,B,B,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,V,,W,,,,,,,,W,,,,,W,,,,,W,,,,W,,,,,,,,,,,,,W,,,,,W,,,,,,,,,W,,,,,W,W,,V,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,,W,W,W,W,W,,VV,,,,,,,,,,,D,,,,,W,,,,,,,,,W,,,,,W,W,W,,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,,W,W,W,W,W,,,W,W,VV,,,,,,,,D,,,,,W,,,,,,,,,W,,,,,W,W,W,W,W,W,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,W,W,W,W,W,,,,W,W,W,W,W,,,,,,,,W,,,,D,,,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,,W,,,,,W,,,,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,,W,,,,W,,,W,W,,,,,,,,,D,,,,,W,,,,,,,,,W,,,,,D,,,,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,W,W,W,W,W,W,W,,W,W,,,,,,,,,D,,,,,W,,,,,,,,,W,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,W,D,,,,,,,W,W,,,,,,,,,W,,,,,W,,,,,,,,,W,,,,,W,,,,,,,,V,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,W,W,W,W,W,,,,W,W,W,W,W,,,W,,,,W,W,W,W,W,W,,,W,W,,,,,,,,,W,,,,,W,,,,,,,,,W,,,,,W,,,,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,W,W,,,,D,,,W,W,,,,,,,,,W,,,,,W,,,,,,,,,W,,,,,W,,,,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,,,,W,,,,,W,,,,,W,,,,W,,,W,W,,,,,,,,,W,,,,,W,,,,,,,,,W,,,,,W,,,W,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,,,,,B,,VV,W,,,,,W,,,,,W,W,W,W,W,,VV,W,W,,,,,,,,,W,,,,,W,,,,,B,B,B,,W,,,,,W,,,W,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,W,W,W,W,W,,,B,W,W,W,W,W,,,W,,,,,W,W,W,W,W,,,W,W,,,,B,B,B,,,W,,,,,D,,,,,B,V,,,W,,,,,W,,,W,,,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,W,,,,,W,,,,D,,,W,W,,,,B,V,,,W,W,,,,,D,,,,,B,,,W,W,,,,,W,,,W,W,V,,,VV,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,W,W,W,W,,,,,,,W,,,,,W,,,,W,,,W,W,,,,,,,W,W,W,,,,,W,V,,,,,,W,W,W,,,,,W,,,W,W,W,,,,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,D,W,W,W,W,W,W,W,W,W,,,,,W,W,W,W,W,W,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,D,W,W,W,W,,W,W,W,W,W,W,W,W,W,W,W
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,W,W,W,W,W,W,W,W,W
